Wood No	x	y	z	Site Code	Area Code	Grid E	Grid N	Same as	Context	Layer etc	Context notes	Sampled for ID	Ring Count	Taxa	Taxa notes	Growing in situ?	Wood type	Notes on wood type	Coppicing evidence	Coppicing notes	Tool marks	Tool marks on ends	Tool marks on other faces	Tool marks notes	Bark alone?	Damage	Damage notes	Bark / Sapwood / Heartwood	Preservation Code	Woodworking evidence	Woodwork type	Woodchip	WC Type	Woodworking notes	Split	Hewn	Trimmed	Beavered	Hole	Snapped	Torn	Split type	Charred	Lightly	Charring notes	Wear evidence	Wear notes	Function?	FunctionDesc	FunctionAssign	Function notes	Length (mm)	Max breadth	Min breadth	Max thickness	Min thickness	Diameter distorted	Long axis	Short axis	Dia (not distorted)	Original dia	Nature of association	Associated wood	Associated items	Entered by	Date entered
103284	502823.26383	480999.22614	23.45987	SC13	TR34	16	7		312	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	Modern	One end truncated. One end broken.	H	4	Y	SP	0		Modified on outside	1	0	0	0	0	0	0	Rad 1/4 (mod)	N			N		N				220	39	36	16		N								MB	270613
103285	502822.39884	481001.23449	23.48401	SC13	TR34	16	4		312	3	Platform Central - Lower - No polygon	Y				N	RW		N		N				N	None		H	1	N		0			0	0	0	0	0	0	0		N			N		N				315					Y	105	10						MB	270613
103286	502821.67858	481001.36644	23.45376	SC13	TR34	16	3		312	3	Platform Central - Lower - Plan 16	Y				Y	ROOT		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				245					N			32					MB	270613
103287	502821.44541	481001.10586	23.41012	SC13	TR34	16	3, 7		312	3	Platform Central - Lower - Plan 16	Y				N	TIMDEB		N		N				N	Modern	Ends degraded	H	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				375	55	32	18		N								MB	270613
103288	502823.3297	481000.40285	23.41644	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y - CC	12-14	Salix/Populus (p)	AR 12-14yrs	N	TIMDEB		N		N				N	None		SH	4	Y	SP	0		modified, split faced down	1	0	0	0	0	0	0	Tan outer	N			N		N				443	69	62	27		N								MB	270613
103289	502823.27964	481000.13284	23.40792	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIMDEB		N		N				N	Modern	Ends degraded	H	4	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				293	68	60	25		N								MB	270613
103290	502823.17556	481000.02856	23.41025	SC13	TR34	16	4, 8, 12		312	3	Platform Central - Lower - Plan 16	Y - CC	13-15	Salix/Populus (p)	AR 13-15 yrs	N	TIM	Several small SB's (C.20-30mm) visible	N		N				N	Modern	1.5m from S (Distal) end, timber has been punched apart by intrusive sand. S end 95mm higher than N end.	SH	4	Y	SP	0		Split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				3170	118	70	32	28	N					Lay directly over (wood to wood) 103275, which in turn lay directly over 103281. 70mm of laminated peat present between S end of 103290 and 103281. These are all in spit 3, so this doesn't really make sense	103275, 103281		MB	270613
103291	502824.83373	480998.09301	23.47426	SC13	TR34	16	12		312	3	Platform Central - Lower - No polygon	Y				N	RW		N		N				N	Modern	Ends degraded, radial drying cracks	SH	2	N		0			0	0	0	0	0	0	0		N			N		N				720					Y	44	20						MB	270613
103292	502820.99914	481000.86714	23.4861	SC13	TR34	16	7		312	3	Platform Central - Lower - Plan 16	Y				N	RWDEB		N		N				N	Modern	Ends degraded	SH	3	Y	SP	0		Split face up	1	0	0	0	0	0	0	Rad 1/2	N			N		N				595	33		10		N				33				MB	270613
103293	502821.58699	481001.95915	23.58378	SC13	TR34	16	3, 4		312	3	Platform Central - Lower - Plan 16	Y				N	TIM - TREE		N		N				N	Modern	Ends degraded	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				2445					Y	160	80						MB	240613
103294	502822.18882	480999.84105	23.46343	SC13	TR34	13	3, 8, 11		312	2	Platform Central - Middle - Plan 13	Y				N	TIM - TREE		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				3750					Y	180	95						MT	
103295	502822.46081	481000.2657	23.44657	SC13	TR34	13	12		312	2	Platform Central - Middle - Plan 13	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Rad	N			N		N				365	59		13		N								MB	230613
103296	502821.61634	481000.72514	23.41343	SC13	TR34	16	7		312	3	Platform Central - Lower - Plan 16	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				555					Y	40	31						MB	270613
103297	502822.23878	481001.64204	23.56709	SC13	TR34	13	4		312	2	Platform Central - Middle - Plan 13	Y				N	TIM		N		N				N	Modern	To degraded / compressed for analysis	SH	2	Y?	SP?	0		To degraded / compressed for analysis	1	0	0	0	0	0	0	U/K	N			N		N				690	34		2		N								MT	
103298	502822.36188	481001.5268	23.56042	SC13	TR34	13	4		312	2	Platform Central - Middle - Plan 13	Y				N	RW		N		N				N	None		SH	2	N		0			0	0	0	0	0	0	0		N			N		N				650					N			66					MT	
103299	502822.62827	480998.21002	23.40586	SC13	TR34	13	12		312	2	Platform Central - Middle - Plan 13	Y				N	DEB		N		N				N	Modern	Too decayed for analysis	SH	2	Y?	SP?	0		Too decayed for analysis	1	0	0	0	0	0	0	Tan?	N			N		N				191	80		38		N								MT	
103300	502822.69705	480998.02473	23.38618	SC13	TR34	13	12		312	2	Platform Central - Middle - Plan 13	Y - C		Salix/Populus (s)	AR COP	N	RW		Y	Long, straight stem	N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				563					Y	32	27						MT	
103383	502819.51086	480994.28092	23.25923	SC13	TR34	P2 - over bones on plan			317	3	Detrital Wood Scatter	N				N	RW		N		N				N	Modern	Fragmented, excavation damage	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				1030					Y	52	20						MB	280613
103384	502819.44907	480994.18147	23.25211	SC13	TR34	P2 - over bones on plan			317	3	Detrital Wood Scatter	N				N	RW		N		N				N	Modern	Fragmented, excavation damage	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				370					Y	22	13						MT	000214
103393	502822.33041	481001.27093	23.49346	SC13	TR34	16	4		312	3	Platform Central - Lower - No polygon	Y - CC	2? Early	Salix/Populus (s)	AR COP around 2 yrs spring cut	N	RW		Y	Straight and even	N				N	None		SH	4	N		0			0	0	0	0	0	0	0		N			N		N				180					Y	15	13						MB	260613
103427	#N/A	#N/A	#N/A	SC13	TR34	16	19		317	3	Detrital Wood Scatter	N				N	TIM		N		N				N	Modern	Fragmented. One end broken. Upper surface has excavation damage	SH	4	Y	SP	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				650	88		37		N								MT	
103429	#N/A	#N/A	#N/A	SC13	TR34	16	18		317	3	Detrital Wood Scatter	N				N	TIM		N		N				N	None		S	4	Y	SP GS	0		Lenticular. Parallel longitudinal grooves on split face, 70mm apart with scar representing possible end of groove and split. Split face down	1	0	0	0	0	0	0	Tan outer	N			N		N				1120	127		28		N								MB	051113
103430	#N/A	#N/A	#N/A	SC13	TR34	16	18		317	3	Detrital Wood Scatter	N		After photo		N	DEB		N		N				N	None		SH	4	Y	SP PS GS	0		Parallel sided. Groove and split	1	0	0	0	0	0	0	Tan	N			N		N				310	49		16		N								MT	
103435	#N/A	#N/A	#N/A	SC13	TR34	16	18		317	3	Detrital Wood Scatter	N				N	TIM		N		N				N	Modern	Fragmented	H	4	Y	SP	0		Lenticular. Chamfer along both edges of outer split face. Split fades at both ends	1	0	0	0	0	0	0	Tan	N			N		N				735	65		26		N								MB	061113
103436	#N/A	#N/A	#N/A	SC13	TR34	16	18		317	3	Detrital Wood Scatter	N		After photo		N	RW	Probabaly natural	N		N				N	Modern	One end truncated by section. Fragmented	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1100					Y	37	30						MT	
103437	#N/A	#N/A	#N/A	SC13	TR34	19	19		317	3	Detrital Wood Scatter	Y - C		na	AR COP	N	RW		Y	Very long, straight stem	N				N	None		SH	4	N		0			0	0	0	0	0	0	0		Y	Heavily	one end and one surface	N		N				1017					Y	20	16						MT	
103451	#N/A	#N/A	#N/A	SC13	TR34	15	11		317	3	Detrital Wood Scatter	N		After photo		N	DEB		N		N				N	Modern	Fragmented, not fully retained, excavation damage	H	4	Y	SP PS GS	0		Parallel sided, grooves.	1	0	0	0	0	0	0	Tan	N			N		N				-					N								MT	
103452	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Ends broken. Fragmented. Excavation damage	SH	4	Y	SP PS GS	0		Parallel sided. 1 end rounded and 'nibbled' . Grooves. Deformed around knot	1	0	0	0	0	0	0	Tan	N			N		N				233	44		13		N								MT	000214
103453	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	TIM		N		N				N	Modern	Fragmented and excavation damage	SH	4	Y	SP PS	0		One end possibly rounded. Tangential from near outside of tree. Parallel sided but tapering at one end. 1 face is smoothly split, one face os roughly split	1	0	0	0	0	0	0	Tan	N			N		N				537	73		18		N								MT	000214
103455	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Fragmented. Excavation damage	SH	4	Y	SP TR PS	0		1 end / chopped?. 1 end tapers out. Parallel sided, triangular cros section.	1	0	1	0	0	0	0	Tan	N			N		N				426	50		20		N								MT	000214
103456	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Fragmented. Both ends broken	H	3	Y	SP	0			1	0	0	0	0	0	0	X-grain	N			N		N				265	43	32	11	4	N								MB	250613
103457	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Fragmented	SH	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan outer	N			N		N				340	110		22		N								MT	000214
103458	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	RW	brushwood	N		N				N	Modern	Ends degraded. Excavation damage	BSH	3	Y	TO	0		Proximal end torm to Rad 1/2 and broken	0	0	0	0	0	0	1		N			N		N				350					Y	31	26						MB	250613
103459	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Ends and all worked surfaces degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				190	119		32		N								MB	250913
103460	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Rad (mod)	N			N		Y	Looks a bit like splitting debris			206	29		15		N								MB	250913
103462	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N		After photo		N	TIM		N		N				N	Modern	Fragmented	H	5	Y	SP	0		One plit surface is very rough. Poss diaginal splitting wedge feature but too broken to be sure	1	0	0	0	0	0	0	U/K	N			N		N				500	84		12		N								MT	
103463	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Fragmented and incomplete. Excavation damage	SH	3	Y	SP PS TR	0		One end poss chopped (stepped). Parallel sided	1	0	1	0	0	0	0	Tan	N			N		N				295	60		22		N								MT	000214
103464	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N		After photo		N	TIMDEB		N		N				N	Modern	Fragmented and incomplete	H	4	Y	SP GS	0		Long facets and remnant grooves on both split faces	1	0	0	0	0	0	0	Tan	N			N		N				237	40		6		N								MT	
103465	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	TIMDEB	Grain gnarled and swirling at blunt end	N		N				N	Modern	Fragmented	SH	4	Y	SP PS TR	0		One end / rounded. One end / squared. Parallel sided	1	0	1	0	0	0	0	Tan	N			N		N				312	67		13		N								MT	000214
103466	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	Y				N	RW	brushwood, 2 x SB, D: 25mm	N		N				N	Modern	Ends broken. Fragmented	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				295					Y	38	25						MB	250913
103467	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N		After photo		N	TIMDEB		N		N				N	None		H	4	Y	SP PS GS	0		Parallel sided. Chamfered edge. Groove and split	1	0	0	0	0	0	0	Tan	N			N		N				340	48		20		N								MT	
103468	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	Y				N	TIM		N		N				N	Modern	Fragmented and incomplete	H	4	Y	SP PS GS	0		Parallel sided. Groove and split	1	0	0	0	0	0	0	Tan	N			N		N				750	68		10		N								MT	
103469	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Ends broken. Fragmented. Excavation damage	SH	4	Y	SP PS GS	0		Parallel sided. Grooves. Rounded end is broken and incomplete	1	0	0	0	0	0	0	Tan	N			N		N				285	62		26		N								MT	000214
103470	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	RW		Y	Straight and even, central pith	N				N	Modern	Ends broken. Excavation damage	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				565					Y	28	26						MB	250613
103471	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Fragmented. Excavation damage	SH	3	Y	SP PS	0		Parallel sided. One split face rough, one split face smooth	1	0	0	0	0	0	0	Tan	N			N		N				196	61		9		N								MT	
103472	502822.49762	481000.87095	23.39798	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIMDEB		N		N				N	None		SH	3	Y	SP PS	0		Parallel sided, split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				395	120	110	15		N								MB	270613
103473	502823.14899	480998.1789	23.36917	SC13	TR34	16	12		312	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		SH	3	Y	SP	0		Split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				370	60		7		N								MB	270613
103474	502822.56613	480998.75189	23.39474	SC13	TR34	16	11, 12		312	3	Platform Central - Lower - No polygon	Y				N	TIM		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				680					Y	145	38						MB	270613
103475	502822.12583	480997.57163	23.33091	SC13	TR34	16	11		312	3	Platform Central - Lower - No polygon	Y				N	TIM		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided, split face up. Split follows rings. Chamfer c.25mm along one edge	1	0	0	0	0	0	0	Tan outer	N			N		N				1400	160	115	22		N								MB	270613
103476	502823.45278	480998.54433	23.36707	SC13	TR34	-	-		312	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		SH	3	Y	SP	0		split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				470	113	51	9		N								MB	270613
103477	502823.74349	480998.30968	23.42939	SC13	TR34	16	12		312	3	Platform Central - Lower - No polygon	y				N	TIM		N		N				N	None		SH	3	Y	SP	0		split face down	1	0	0	0	0	0	0	Tan outer	N			N		N				605	72		13		N								MB	270613
103478	502822.26255	480999.01354	23.43919	SC13	TR34	16	11		312	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				395	82	75	22		N								MB	270613
103479	502822.27166	480998.71929	23.41527	SC13	TR34	16	11		312	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				145	82		12		N								MB	270613
103480	502822.76327	480998.4249	23.3812	SC13	TR34	16	12		317	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP PS HE? GS?	0		Parallel sided. Both faces faceted and ridged	1	1	0	0	0	0	0	Rad?	N			N		N				374	52	48	7		N								MB	270613
103481	502822.50479	480998.49334	23.303	SC13	TR34	16	12		317	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		SH	3	Y	SP	0		split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				240	50	48	4		N								MB	270613
103482	502821.07596	480998.89067	23.32347	SC13	TR34	16	11		317	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		SH	4	Y	SP HE? GS?	0		split face up. Long facets on underside but too degraded for photo	1	1	0	0	0	0	0	Tan outer	N			N		N				645	155	80	32		N								MB	270613
103483	502823.07199	480999.74484	23.36749	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIMDEB		N		N				N	None		SH	3	Y	SP	0		split face down	1	0	0	0	0	0	0	Tan outer	N			N		N				345	125		9		N								MB	270613
103484	502820.61093	480999.13607	23.30826	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		SH	3	Y	SP	0		split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				565	87	74	13		N								MB	270613
103485	502823.38236	481001.01862	23.39664	SC13	TR34	16	8		312	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		H	2	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				440	88	70	14		N								MB	270613
103486	502823.59931	481000.44247	23.35426	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided, split face up. Chamfer along one edgec. 13mm	1	0	0	0	0	0	0	Tan outer	N			N		N				605	160	140	18		N								MB	270613
103487	#N/A	#N/A	#N/A	SC13	TR34	16	8		312	3	Platform Central - Lower - No polygon	Y				N	TIMDEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided. Split face up.	1	0	0	0	0	0	0	Tan outer	N			N		N				300	68		24		N					Directly under and same orientation as. Therefore not on plan	103264		MB	270613
103488	502823.14171	481000.48131	23.37431	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		H	2	Y?	SP?	0			1	0	0	0	0	0	0	Tan?	N			N		N				1200	125	112	20		N								MB	270613
103489	502823.15189	481000.09081	23.39615	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		SH	3	Y	SP	0		split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				680	65	43	22		N								MB	270613
103490	502821.67286	480999.82309	23.35182	SC13	TR34	16	7		312	3	Platform Central - Lower - Plan 16	Y				N	TIMDEB		N		N				N	None		SH	3	Y	SP	0		lenticular, split face up	1	0	0	0	0	0	0	Tan outer	N			N		N				375	60	38	21		N								MB	270613
103491	502823.33405	481000.52611	23.38678	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		SH	3	Y	SP PS	0		parallel sided, split face down	1	0	0	0	0	0	0	Tan outer	N			N		N				810	143	120	18		N								MB	270613
103492	502821.97152	480999.98991	23.36505	SC13	TR34	16	7		312	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Rad (mod)	N			N		N				660	51		25		N								MB	270613
103493	502822.10459	481000.11006	23.35236	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	N				N	TIM		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided, split face down. Groove / chamfer along one edge	1	0	0	0	0	0	0	Tan outer	N			N		N				910	78	33	18	16	N								MB	270613
103494	502821.38839	481000.6264	23.38961	SC13	TR34	16	7		312	3	Platform Central - Lower - Plan 16	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				450	88	70	26		N								MB	270613
103495	502821.31871	481000.70887	23.41081	SC13	TR34	16	7		312	3	Platform Central - Lower - Plan 16	N				N	DEB	Near vertical in ground, therefore no horizontal compression	N		N				N	Modern	Vertical compression kinks	H	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		Y	Chunky woodchip			125	34	25			N								MB	270613
103496	502821.29007	481000.68323	23.41424	SC13	TR34	16	7		312	3	Platform Central - Lower - Plan 16	N				N	DEB	Near vertical therefore no horizontal compression damage	N		N				N	None		H	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				76	24		10		N								MB	270613
103497	502821.28805	481000.66653	23.41367	SC13	TR34	16	7		312	3	Platform Central - Lower - No polygon	Y				N	DEB		N		N				N	None		H	3	Y	SP	1	Rad		1	0	0	0	0	0	0		N			N		N				113	12		10		N								MB	270613
103498	502820.58266	480999.81644	23.34029	SC13	TR34	16	7		317	3	Platform Central - Lower - Plan 16	N				N	RW		Y	Straight and even, central pith, no SB's	N				N	None		SH	4	Y	TO	0		Proximal end torn	0	0	0	0	0	0	1		N			N		N				1630					Y	60	43						MB	270613
103499	502821.01384	480999.82253	23.34927	SC13	TR34	16	7		317	3	Platform Central - Lower - Plan 16	Y				N	TIM		N		N				N	None		SH	4	Y	SP PS	0		parallel sided	1	0	0	0	0	0	0	Tan outer	N			N		N				725	85	68	19		N								MB	270613
103500	502822.33751	480999.86636	23.39617	SC13	TR34	16	8		312	3	Platform Central - Lower - Plan 16	N		After photo		N	TIMDEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				330	128		16		N								MT	
103501	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Fragmented and incomplete	SH	2	Y	SP PS	0		Parallel sided. Poss rounded end but too damaged for analysis	1	0	0	0	0	0	0	Tan	N			N		N				125	123		14		N								MT	000214
103502	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Fragmented and incomplete	SH	3	Y	SP PS	0		Parallel sided. One split face smooth, one split face rough.	1	0	0	0	0	0	0	Tan	N			N		N				362	63		14		N								MT	000214
103503	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	RW	Branch - 6 x SB and off centre pith	N		N				N	Modern	Fragmented. 3 x SB broken. Excavation damage	SH	4	Y	BE	0		3 x SB and proximal end beavered	0	0	0	1	0	0	0		N			N		N				925					Y	35	33						MB	250913
103504	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Fragmented and incomplete	SH	3	Y	SP PS GS	0		Begins parallel sided and them spreads abruptly. Split face rough. Traces of grooves	1	0	0	0	0	0	0	Tan	N			N		N				240	107		67		N								MT	000214
103505	#N/A	#N/A	#N/A	SC13	TR34	15	1		317	3	Detrital Wood Scatter	N				N	TIM	Gnarled at one end	N		N				N	Modern	Fragmented and incomplete with excavation damage	SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				575	95	48	32	12	N								MT	000214
103506	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Fragmented	SH	3	Y	SP PS	0		Parallel sided. both split faces roughly split / torn	1	0	0	0	0	0	0	Tan	N			N		N				170	40		12		N								MT	000214
103507	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Fragmented	SH	3	Y	SP PS GS	0		Parallel sided with possible grooved edges. Both split faces are smooth	1	0	0	0	0	0	0	Tan	N			N		N				204	55		12		N								MT	000214
103508	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIM		N		N				N	Modern	Fragmented	SH	3	Y	SP PS	0		Parallel sided. Upper split surface smooth, lower split surface torn	1	0	0	0	0	0	0	Tan	N			N		N				628	90		15		N								MT	000214
103509	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Fragmented	SH	3	Y	SP PS	0		Parallel sided. Both split faces are smooth	1	0	0	0	0	0	0	Tan	N			N		N				460	-		-		N								MT	000214
103510	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Excavation damage on one face	SH	4	Y	SP PS	0		Parallel sided. Chamfer on one edge	1	0	0	0	0	0	0	Tan	N			N		N				205	62		10		N								MT	000214
103511	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIM		N		N				N	Modern	Fragmented	SH	3	Y	SP TP GS	0		Tan split, partly torn. Both split faces are smooth. Possible traces of grooves	1	0	0	0	0	0	0	Tan	N			N		N				647	105	70	25		N								MT	000214
103512	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIM		N		N				N	None		SH	3	Y	SP PS GS	0		Parallel sided. Possible grooves and long facets. Outer split face is smooth.	1	0	0	0	0	0	0	Tan	N			N		N				770	120		18		N								MT	000214
103513	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	DEB		N		N				N	Modern	Excavation damage on one face	SH	4	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				115	27		4		N								MT	000214
103514	#N/A	#N/A	#N/A	SC13	TR34	15	6		317	3	Detrital Wood Scatter	N				N	TIMDEB		N		N				N	Modern	Fragmented. Excavation damage on one face	SH	3	Y	SP PS	0		Parallel sided. Both faces are roughly split with some tearing	1	0	0	0	0	0	0	Tan	N			N		N				367	47		14		N								MT	000214
